Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2021,Alberta,65 ans et plus,Les deux sexes,Total,48,6.2
2021,Alberta,Total,Les deux sexes,Personnes dans les familles économiques,48,5.4
2021,Alberta,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,48,2.5
2021,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,48,8.1
2021,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,48,5.2
2021,Alberta,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,48,4.9
2021,Alberta,Total,Les deux sexes,Personnes hors famille économique,48,25.2
2021,Alberta,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,48,16.9
2021,Alberta,,Les deux sexes,Personnes non âgées hors famille économique,48,27.8
2022,Alberta,Total,Les deux sexes,Total,48,10.7
2022,Alberta,Moins de 18 ans,Les deux sexes,Total,48,12.3
2022,Alberta,18 à 64 ans,Les deux sexes,Total,48,11.1
2022,Alberta,65 ans et plus,Les deux sexes,Total,48,6.3
2022,Alberta,Total,Les deux sexes,Personnes dans les familles économiques,48,7.8
2022,Alberta,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,48,3.2
2022,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,48,12.2
2022,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,48,8.2
2022,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,48,13.3
2022,Alberta,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,48,6.8
2022,Alberta,Total,Les deux sexes,Personnes hors famille économique,48,26.3
2022,Alberta,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,48,15.2
2022,Alberta,,Les deux sexes,Personnes non âgées hors famille économique,48,30.0
2023,Alberta,Total,Les deux sexes,Total,48,10.0
2023,Alberta,Moins de 18 ans,Les deux sexes,Total,48,11.7
2023,Alberta,18 à 64 ans,Les deux sexes,Total,48,10.5
2023,Alberta,65 ans et plus,Les deux sexes,Total,48,5.2
2023,Alberta,Total,Les deux sexes,Personnes dans les familles économiques,48,7.2
2023,Alberta,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,48,1.9
2023,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,48,11.6
2023,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,48,8.2
2023,Alberta,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,48,14.8
2023,Alberta,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,48,6.5
2023,Alberta,Total,Les deux sexes,Personnes hors famille économique,48,25.2
2023,Alberta,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,48,14.8
2023,Alberta,,Les deux sexes,Personnes non âgées hors famille économique,48,28.6
2015,Provinces de l'Atlantique,Total,Les deux sexes,Total,,15.7
2015,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,19.0
2015,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,16.3
2015,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,10.5
2015,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,11.3
2015,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.7
2015,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,18.9
2015,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,12.7
2015,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,19.5
2015,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,10.5
2015,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,38.3
2015,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,26.5
2015,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,43.5
2016,Provinces de l'Atlantique,Total,Les deux sexes,Total,,14.5
2016,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,17.2
2016,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,15.6
2016,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,8.6
2016,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,10.5
2016,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.0
2016,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,17.1
2016,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,8.5
2016,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,19.2
2016,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,10.1
2016,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,34.7
2016,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,22.1
2016,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,40.1
2017,Provinces de l'Atlantique,Total,Les deux sexes,Total,,13.5
2017,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,16.5
2017,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,14.7
2017,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.0
2017,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,9.6
2017,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.1
2017,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,16.0
2017,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.8
2017,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,13.7
2017,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.2
2017,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,32.9
2017,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,17.3
2017,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,40.5
2018,Provinces de l'Atlantique,Total,Les deux sexes,Total,,12.3
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,13.3
2018,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,13.8
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.1
2018,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,8.2
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.6
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.1
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.7
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,19.6
2018,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.2
2018,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,31.8
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.2
2018,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,38.8
2019,Provinces de l'Atlantique,Total,Les deux sexes,Total,,11.3
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,12.5
2019,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,12.4
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.0
2019,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,7.6
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.1
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.0
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,8.5
2019,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.4
2019,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,28.3
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.9
2019,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,35.2
2020,Provinces de l'Atlantique,Total,Les deux sexes,Total,,7.7
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,6.3
2020,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,9.3
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,4.6
2020,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,4.6
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.2
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,3.1
2020,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.1
2020,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,21.8
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,12.2
2020,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,27.4
2021,Provinces de l'Atlantique,Total,Les deux sexes,Total,,8.1
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,7.2
2021,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,8.8
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.0
2021,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,4.7
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.1
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.8
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,2.4
2021,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.7
2021,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,23.2
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.5
2021,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,25.8
2022,Provinces de l'Atlantique,Total,Les deux sexes,Total,,11.8
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,12.4
2022,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,12.7
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,9.0
2022,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,7.6
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.9
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.1
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,6.9
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,15.6
2022,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.3
2022,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,29.9
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,21.3
2022,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,34.6
2023,Provinces de l'Atlantique,Total,Les deux sexes,Total,,12.4
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,15.2
2023,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,13.4
2023,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.6
2023,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,8.8
2023,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.2
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,15.1
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.8
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,20.3
2023,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.4
2023,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,28.1
2023,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.4
2023,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,33.4
2015,Colombie-Britannique,Total,Les deux sexes,Total,59,18.6
2015,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,16.8
2015,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,20.8
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,11.7
2015,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,13.1
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,6.5
2015,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,15.9
2015,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,14.7
2015,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,13.8
2015,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,43.5
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,25.4
2015,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,49.8
2016,Colombie-Britannique,Total,Les deux sexes,Total,59,16.0
2016,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,17.4
2016,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,17.4
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,9.1
2016,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,11.0
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,4.3
2016,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,17.2
2016,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,12.3
2016,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,10.6
2016,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,38.5
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,22.9
2016,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,43.7
2017,Colombie-Britannique,Total,Les deux sexes,Total,59,14.6
2017,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,13.4
2017,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,16.3
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,9.7
2017,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,10.0
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,5.9
2017,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,13.2
2017,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,10.7
2017,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,59,14.6
2017,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,9.9
2017,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,35.4
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,19.8
2017,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,40.8
2018,Colombie-Britannique,Total,Les deux sexes,Total,59,13.3
2018,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,11.1
2018,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,15.3
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,8.5
2018,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,8.3
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,3.6
2018,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,11.0
2018,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,9.6
2018,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,8.6
2018,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,35.2
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,21.9
2018,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,39.7
2019,Colombie-Britannique,Total,Les deux sexes,Total,59,12.2
2019,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,7.3
2019,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,15.1
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,6.6
2019,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,7.2
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,3.4
2019,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,7.1
2019,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,5.4
2019,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,8.2
2019,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,33.2
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,14.8
2019,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,39.9
2020,Colombie-Britannique,Total,Les deux sexes,Total,59,7.8
2020,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,5.0
2020,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,9.7
2020,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,3.8
2020,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,4.0
2020,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,1.8
2020,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,4.9
2020,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,4.1
2020,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,4.2
2020,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,23.6
2020,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,8.6
2020,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,29.6
2021,Colombie-Britannique,Total,Les deux sexes,Total,59,8.9
2021,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,8.0
2021,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,9.7
2021,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,7.1
2021,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,5.3
2021,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,3.8
2021,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,7.3
2021,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,5.1
2021,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,5.0
2021,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,23.8
2021,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,14.4
2021,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,28.0
2022,Colombie-Britannique,Total,Les deux sexes,Total,59,11.8
2022,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,11.2
2022,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,12.8
2022,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,9.1
2022,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,7.8
2022,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,4.8
2022,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,10.9
2022,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,8.4
2022,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,59,12.5
2022,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,7.5
2022,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,28.5
2022,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,19.4
2022,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,32.3
2023,Colombie-Britannique,Total,Les deux sexes,Total,59,11.5
2023,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Total,59,11.2
2023,Colombie-Britannique,18 à 64 ans,Les deux sexes,Total,59,12.8
2023,Colombie-Britannique,65 ans et plus,Les deux sexes,Total,59,7.5
2023,Colombie-Britannique,Total,Les deux sexes,Personnes dans les familles économiques,59,7.7
2023,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,59,4.0
2023,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,59,11.0
2023,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,59,8.3
2023,Colombie-Britannique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,59,10.3
2023,Colombie-Britannique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,59,7.5
2023,Colombie-Britannique,Total,Les deux sexes,Personnes hors famille économique,59,27.2
2023,Colombie-Britannique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,59,15.7
2023,Colombie-Britannique,,Les deux sexes,Personnes non âgées hors famille économique,59,32.0
2015,"Calgary, Alberta",Total,Les deux sexes,Total,,11.5
2015,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Total,,15.4
2015,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,11.5
2015,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,9.8
2015,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,15.4
2015,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.7
2015,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,21.5
2015,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,24.6
2016,"Calgary, Alberta",Total,Les deux sexes,Total,,11.1
2016,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Total,,11.7
2016,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,12.0
2016,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,8.4
2016,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.7
2016,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.9
2016,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,24.4
2016,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,28.6
2017,"Calgary, Alberta",Total,Les deux sexes,Total,,8.0
2017,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Total,,8.0
2017,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,9.0
2017,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.7
2017,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.0
2017,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.9
2017,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.2
2017,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,16.0
2017,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,18.4
2018,"Calgary, Alberta",Total,Les deux sexes,Total,,12.0
2018,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Total,,12.5
2018,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,13.3
2018,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,8.9
2018,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.5
2018,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.4
2018,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.5
2018,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,27.5
2018,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,33.0
2019,"Calgary, Alberta",Total,Les deux sexes,Total,,6.0
2019,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,6.9
2019,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,4.7
2019,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.9
2019,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,13.9
2019,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,16.4
2020,"Calgary, Alberta",Total,Les deux sexes,Total,,7.4
2020,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Total,,6.8
2020,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Total,,8.5
2020,"Calgary, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,4.5
2020,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.8
2020,"Calgary, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,3.6
2020,"Calgary, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.2
2020,"Calgary, Alberta",Total,Les deux sexes,Personnes hors famille économique,,22.0
2020,"Calgary, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,26.6
